S1,738139.6126388889,738139.612650463,738139.6126736111,738139.6126967593,738139.6127199074,738139.6127430556,738139.6127546296
S2,738139.6127199074,738139.6127430556,738139.6127546296,738139.6127777778,738139.612800926,738139.6128240741,738139.6128472222
S3,738139.6130324074,738139.6130555555,738139.6130671296,738139.6130902778,738139.6131134259,738139.613136574,738139.6131597222,738139.613275463,738139.613287037,738139.6133101851,738139.6133333333,738139.6133564815,738139.6135300926,738139.6135416667,738139.6135879629
S4,738139.6131134259,738139.613136574,738139.6131597222,738139.613275463,738139.613287037,738139.6133101851,738139.6133333333,738139.6133564815,738139.613425926,738139.6134375,738139.6134606481,738139.6134837962,738139.6135069445
S5,738139.6145023148,738139.614525463,738139.6145486111,738139.6145717592,738139.6145833334,738139.6152314815,738139.6152546296,738139.6152777778,738139.6153009259,738139.6153125,738139.6153356482,738139.6153587963
S6,738139.6144791667,738139.6145023148,738139.614525463,738139.6145486111,738139.6145717592,738139.6145833334
S7
S8
